Time,Date,Sender_account,Receiver_account,Amount_in_GBP,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,cross_border_score,amount_score,currency_score,payment_type_score,pattern_score,total_risk_score,risk_category,priority_review_flag
02:30.0,25-01-2023,3760326153,8277865542,7127.379883,KYD,EUR,Cayman Islands,Germany,Cheque,0,Normal_Cash_Deposits,20,15,15,8,5,63,Medium,1
15:35.0,27-12-2022,3580774189,4904480808,5222.680176,GBP,USD,UK,USA,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
44:26.0,22-12-2023,5662376785,3311694847,1623.619995,KYD,Dirham,Cayman Islands,UAE,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
53:45.0,27-02-2023,8518816993,8620077547,3847.919922,Dirham,GBP,UAE,UK,Wire Transfer,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
10:13.0,07-03-2021,8283578161,8992994301,5855.370117,SGD,KYD,Singapore,Cayman Islands,Cheque,0,Normal_Fan_In,20,15,15,8,5,63,Medium,1
24:49.0,23-07-2022,3647830252,3331410128,7254.75,EUR,SGD,Germany,Singapore,Cross-border,0,Normal_Fan_Out,20,15,15,15,5,70,High,1
35:38.0,15-04-2022,5642351136,1054405704,6357.640137,PAB,EUR,Panama,Germany,ACH,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
47:08.0,10-08-2021,3798670532,1410475677,7144.089844,KYD,GBP,Cayman Islands,UK,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
11:40.0,05-09-2021,2007448721,1175885979,4297.22998,USD,KYD,USA,Cayman Islands,ACH,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
16:12.0,22-02-2022,4327610306,3957398702,7279,EUR,PAB,Germany,Panama,Cash Deposit,0,Normal_Fan_Out,20,15,15,10,5,65,Medium,1
32:32.0,26-03-2021,5253574073,4842330637,1445.97998,KYD,KYD,Cayman Islands,Cayman Islands,ACH,0,Normal_Fan_In,0,5,0,5,5,15,Low,0
13:26.0,13-08-2021,5454004810,1409601946,1634.23999,PAB,Dirham,Panama,UAE,Credit Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
56:12.0,18-01-2023,7527469384,2623165294,1636.689941,GBP,Dirham,UK,UAE,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
25:47.0,09-06-2023,2388562374,2637537002,8909.740234,EUR,USD,Germany,USA,Cross-border,0,Normal_Fan_In,20,15,15,15,5,70,High,1
00:47.0,18-02-2023,5727517871,1191172070,769.5800171,EUR,SGD,Germany,Singapore,ACH,0,Normal_Fan_In,20,0,15,5,5,45,Medium,0
06:43.0,19-10-2022,7728362922,3577994035,8017.069824,EUR,EUR,Germany,Germany,Cheque,0,Normal_Fan_Out,0,15,0,8,5,28,Low,0
51:51.0,19-10-2023,6907055683,2091421820,2343.370117,PAB,SGD,Panama,Singapore,Wire Transfer,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
16:08.0,28-11-2023,6643572828,2845796737,4689.620117,KYD,SGD,Cayman Islands,Singapore,Cash Deposit,0,Normal_Small_Fan_Out,20,5,15,10,5,55,Medium,0
56:23.0,19-08-2022,7566915672,8302025589,9160.410156,EUR,EUR,Germany,Germany,Credit Card,0,Normal_Small_Fan_Out,0,15,0,5,5,25,Low,0
09:57.0,23-02-2022,6690215084,5620812636,5863.509766,KYD,PAB,Cayman Islands,Panama,ACH,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
30:08.0,17-05-2023,7106603939,6922713807,2109.080078,EUR,SGD,Germany,Singapore,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
34:29.0,02-10-2021,4381977860,8880732938,2848.060059,EUR,USD,Germany,USA,Cross-border,0,Normal_Fan_In,20,5,15,15,5,60,Medium,0
57:13.0,15-01-2022,8258151687,7406530475,9205.259766,GBP,USD,UK,USA,ACH,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
41:17.0,14-04-2022,8394722855,6710608859,4277.169922,USD,SGD,USA,Singapore,Cash Deposit,0,Normal_Fan_Out,20,5,15,10,5,55,Medium,0
08:05.0,03-07-2022,7922598597,2150239857,5873.97998,USD,USD,USA,USA,ACH,0,Normal_Fan_Out,0,15,0,5,5,25,Low,0
27:14.0,22-10-2022,8257929636,6480043865,4604.720215,GBP,USD,UK,USA,Cash Deposit,0,Normal_Small_Fan_Out,20,5,15,10,5,55,Medium,0
20:33.0,10-03-2022,9961535532,3485384327,3790.600098,PAB,Dirham,Panama,UAE,Wire Transfer,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
54:40.0,27-03-2023,8137541161,6653377708,2240.560059,GBP,USD,UK,USA,Credit Card,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
04:04.0,16-04-2023,6589851104,8493006265,6865.049805,GBP,SGD,UK,Singapore,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
12:36.0,23-06-2023,9940115159,9412997650,7185.240234,Dirham,SGD,UAE,Singapore,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
19:00.0,15-02-2022,4185442840,4212008057,2756.100098,USD,Dirham,USA,UAE,Cross-border,0,Normal_Small_Fan_Out,20,5,15,15,5,60,Medium,0
16:19.0,11-09-2022,5983326452,4401958324,7892.220215,USD,PAB,USA,Panama,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
54:38.0,25-08-2023,1042521002,1142989387,8546.80957,SGD,EUR,Singapore,Germany,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
56:59.0,23-11-2022,6811972074,4330936113,9207.540039,USD,KYD,USA,Cayman Islands,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
26:24.0,05-02-2021,3729755906,9436898385,1620.51001,Dirham,USD,UAE,USA,Cross-border,0,Normal_Cash_Deposits,20,5,15,15,5,60,Medium,0
07:26.0,25-09-2021,4203757716,3618153950,3046.199951,Dirham,SGD,UAE,Singapore,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
22:48.0,25-10-2022,5195207076,5231823671,8604.929688,USD,KYD,USA,Cayman Islands,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
58:50.0,26-10-2021,2523170211,7543038682,1993.420044,PAB,PAB,Panama,Panama,Cash Deposit,0,Normal_Small_Fan_Out,0,5,0,10,5,20,Low,0
23:00.0,30-04-2023,9333497666,1640933088,44.65000153,SGD,Dirham,Singapore,UAE,Wire Transfer,0,Normal_Fan_Out,20,0,15,5,5,45,Medium,0
01:19.0,14-03-2021,6331688883,3419740138,8709.55957,EUR,SGD,Germany,Singapore,Credit Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
15:41.0,01-11-2022,3119099574,4764308755,3271.22998,GBP,USD,UK,USA,Credit Card,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
50:04.0,27-07-2022,2531181874,9375959792,4150.830078,PAB,EUR,Panama,Germany,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
05:14.0,15-09-2022,2661759792,5695258078,4468.879883,GBP,PAB,UK,Panama,Cross-border,0,Normal_Fan_Out,20,5,15,15,5,60,Medium,0
26:37.0,20-06-2021,4482305186,6097469233,8484.259766,KYD,SGD,Cayman Islands,Singapore,Cheque,0,Normal_Fan_Out,20,15,15,8,5,63,Medium,1
30:09.0,11-03-2023,6248658085,1759032764,3385.540039,Dirham,Dirham,UAE,UAE,Cash Deposit,0,Normal_Fan_In,0,5,0,10,5,20,Low,0
48:18.0,07-03-2022,4034965041,4540456832,8923.879883,Dirham,EUR,UAE,Germany,ACH,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
41:43.0,09-12-2021,8022504836,9304727058,6173.220215,KYD,EUR,Cayman Islands,Germany,Cash Deposit,0,Normal_Fan_Out,20,15,15,10,5,65,Medium,1
39:33.0,20-10-2022,5183127316,3468751152,5277.589844,SGD,EUR,Singapore,Germany,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
19:43.0,10-06-2022,9652124405,2230126213,3262.889893,KYD,Dirham,Cayman Islands,UAE,Wire Transfer,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
04:41.0,16-05-2022,6858135052,6662812280,2444.679932,KYD,EUR,Cayman Islands,Germany,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
15:31.0,08-10-2021,3129045278,7407942421,6244.339844,EUR,KYD,Germany,Cayman Islands,ACH,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
59:21.0,31-07-2023,5925280267,1273954073,4474.470215,Dirham,EUR,UAE,Germany,ACH,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
29:08.0,04-03-2023,9395040068,1630186776,9106.049805,USD,SGD,USA,Singapore,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
43:45.0,16-09-2022,4284683614,1363439816,4921.470215,PAB,EUR,Panama,Germany,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
53:46.0,09-08-2023,5092880516,2019844917,5122.830078,EUR,EUR,Germany,Germany,Cash Deposit,0,Normal_Fan_Out,0,15,0,10,5,30,Low,0
40:13.0,02-05-2023,6150194245,2219669860,4173.069824,USD,Dirham,USA,UAE,Cross-border,0,Normal_Cash_Deposits,20,5,15,15,5,60,Medium,0
14:18.0,10-06-2021,3521400043,4375651020,7894.740234,PAB,SGD,Panama,Singapore,ACH,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
05:41.0,27-11-2022,9044276767,6389710018,4254.140137,EUR,Dirham,Germany,UAE,Cash Deposit,0,Normal_Fan_Out,20,5,15,10,5,55,Medium,0
48:20.0,12-12-2022,3362044705,7424535573,2700.72998,KYD,PAB,Cayman Islands,Panama,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
42:31.0,22-05-2021,5902366199,1520816714,8621.69043,EUR,KYD,Germany,Cayman Islands,ACH,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
13:50.0,10-08-2023,6857074110,4279258752,5972.310059,EUR,EUR,Germany,Germany,Wire Transfer,0,Normal_Small_Fan_Out,0,15,0,5,5,25,Low,0
20:21.0,26-08-2021,6933041224,7133389340,5919.189941,KYD,GBP,Cayman Islands,UK,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
18:57.0,23-05-2022,8145498232,5258888007,6112.109863,SGD,GBP,Singapore,UK,Cross-border,0,Normal_Small_Fan_Out,20,15,15,15,5,70,High,1
09:52.0,24-10-2021,3604220751,8154307100,7191.209961,Dirham,GBP,UAE,UK,Cash Deposit,0,Normal_Fan_In,20,15,15,10,5,65,Medium,1
02:10.0,21-01-2022,5933086280,9143317815,3137.550049,GBP,GBP,UK,UK,Cross-border,0,Normal_Fan_In,0,5,0,15,5,25,Low,0
37:54.0,08-01-2021,4105892079,9045459384,348.1099854,Dirham,EUR,UAE,Germany,Cross-border,0,Normal_Fan_Out,20,0,15,15,5,55,Medium,0
30:22.0,14-05-2021,8107755324,4779932530,8107.830078,SGD,Dirham,Singapore,UAE,ACH,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
27:57.0,08-12-2023,4373144815,1484811066,1297.76001,SGD,GBP,Singapore,UK,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
04:59.0,16-10-2021,7905123566,1439825569,7220.97998,PAB,USD,Panama,USA,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
33:38.0,21-04-2022,7552419590,6303816255,832.3300171,USD,GBP,USA,UK,Prepaid Card,0,Normal_Small_Fan_Out,20,0,15,5,5,45,Medium,0
22:30.0,28-07-2023,8034896948,2987881550,3759.330078,SGD,GBP,Singapore,UK,Credit Card,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
18:52.0,24-11-2023,6112570116,1472808268,639.6300049,GBP,EUR,UK,Germany,Cheque,0,Normal_Cash_Deposits,20,0,15,8,5,48,Medium,0
52:35.0,10-09-2022,3745820937,7574354344,5226.910156,Dirham,KYD,UAE,Cayman Islands,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
22:19.0,09-11-2022,1244663396,5274533077,6534.830078,Dirham,KYD,UAE,Cayman Islands,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
32:04.0,13-01-2021,7646831045,9502536273,1722.619995,GBP,SGD,UK,Singapore,Cheque,0,Normal_Fan_Out,20,5,15,8,5,53,Medium,0
31:35.0,28-08-2022,7022265793,7839105579,3722.560059,Dirham,KYD,UAE,Cayman Islands,Prepaid Card,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
30:56.0,17-07-2022,6957914493,8968936221,9303.089844,PAB,EUR,Panama,Germany,Cash Deposit,0,Normal_Fan_Out,20,15,15,10,5,65,Medium,1
42:41.0,01-09-2022,3463893402,3316699310,4429.470215,EUR,EUR,Germany,Germany,Prepaid Card,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
23:23.0,18-11-2021,5595695939,4353861090,8027.410156,EUR,USD,Germany,USA,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
54:00.0,27-10-2021,6952988912,7323325603,9272.580078,SGD,Dirham,Singapore,UAE,Cross-border,0,Normal_Fan_In,20,15,15,15,5,70,High,1
03:38.0,14-01-2023,1461869789,7040885867,9743.709961,USD,SGD,USA,Singapore,Credit Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
58:26.0,03-02-2021,4941254963,7517584720,8984.240234,Dirham,USD,UAE,USA,ACH,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
17:56.0,06-08-2021,8594390106,8102035904,3180.879883,Dirham,USD,UAE,USA,Cash Deposit,0,Normal_Fan_In,20,5,15,10,5,55,Medium,0
36:13.0,26-11-2022,4144967245,8901607891,9626.099609,KYD,USD,Cayman Islands,USA,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
40:10.0,06-03-2021,1733325077,8695344832,8125.830078,USD,PAB,USA,Panama,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
42:14.0,13-11-2023,2963516682,1684672974,8373.379883,EUR,USD,Germany,USA,Cash Deposit,0,Normal_Fan_In,20,15,15,10,5,65,Medium,1
11:55.0,30-09-2021,2532936026,5712587647,161.5800018,PAB,SGD,Panama,Singapore,Cross-border,0,Normal_Fan_Out,20,0,15,15,5,55,Medium,0
24:13.0,23-12-2021,8964528643,5251705792,9542.849609,PAB,Dirham,Panama,UAE,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
21:08.0,23-06-2022,1070369104,9874204044,7783.120117,USD,SGD,USA,Singapore,Cross-border,0,Normal_Small_Fan_Out,20,15,15,15,5,70,High,1
45:50.0,29-11-2022,9554995666,8963653043,7682,SGD,USD,Singapore,USA,Credit Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
35:24.0,05-07-2022,3826146105,8090168490,824.4299927,PAB,PAB,Panama,Panama,Cheque,0,Normal_Small_Fan_Out,0,0,0,8,5,13,Low,0
12:23.0,28-03-2023,5777894131,2822293519,2333.360107,GBP,GBP,UK,UK,Credit Card,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
53:53.0,12-12-2021,7420362316,7921372902,9622.990234,KYD,Dirham,Cayman Islands,UAE,Cash Deposit,0,Normal_Cash_Deposits,20,15,15,10,5,65,Medium,1
34:39.0,27-02-2022,3806212119,2781174096,5011.759766,Dirham,SGD,UAE,Singapore,Cross-border,0,Normal_Small_Fan_Out,20,15,15,15,5,70,High,1
22:21.0,06-09-2021,3257920318,8092535377,3984.600098,KYD,EUR,Cayman Islands,Germany,ACH,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
21:07.0,27-03-2021,2125117579,3213970966,8401.009766,Dirham,USD,UAE,USA,Cash Deposit,0,Normal_Fan_Out,20,15,15,10,5,65,Medium,1
51:39.0,25-04-2023,4807791687,9408786554,882.5300293,SGD,SGD,Singapore,Singapore,Wire Transfer,0,Normal_Small_Fan_Out,0,0,0,5,5,10,Low,0
32:45.0,13-09-2022,5215947470,5178624178,4175.25,EUR,USD,Germany,USA,Wire Transfer,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
29:51.0,10-10-2023,9974001089,3315395560,3763.25,Dirham,SGD,UAE,Singapore,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
50:34.0,15-08-2022,5647071005,7162963708,3505.02002,KYD,GBP,Cayman Islands,UK,Cross-border,0,Normal_Fan_Out,20,5,15,15,5,60,Medium,0
13:23.0,13-04-2021,7062816746,9124578206,3083.850098,GBP,KYD,UK,Cayman Islands,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
55:30.0,24-02-2023,6543321254,1338859514,2108.649902,USD,PAB,USA,Panama,ACH,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
07:29.0,15-04-2021,7798724762,7757037902,1737.380005,USD,SGD,USA,Singapore,Wire Transfer,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
24:08.0,01-11-2023,4061378073,9694261316,6407.660156,KYD,EUR,Cayman Islands,Germany,ACH,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
27:48.0,20-06-2021,6550160843,8596050665,9194.75,Dirham,EUR,UAE,Germany,Cheque,0,Normal_Small_Fan_Out,20,15,15,8,5,63,Medium,1
52:47.0,21-12-2022,7026837109,8562872157,5093.430176,GBP,SGD,UK,Singapore,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
39:58.0,17-01-2021,5397661037,2640917053,2986.77002,GBP,SGD,UK,Singapore,Credit Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
40:57.0,04-08-2022,4858309500,9786466191,1600.01001,EUR,USD,Germany,USA,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
33:19.0,09-07-2022,5221651741,8878964974,8303.129883,SGD,Dirham,Singapore,UAE,ACH,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
44:45.0,20-09-2021,6834021592,5410715771,9715.209961,KYD,EUR,Cayman Islands,Germany,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
39:07.0,08-02-2022,2508211724,1383139713,3498.060059,GBP,EUR,UK,Germany,Prepaid Card,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
11:45.0,03-03-2022,2232447955,5960321550,2916.590088,GBP,USD,UK,USA,Cheque,0,Normal_Cash_Deposits,20,5,15,8,5,53,Medium,0
47:30.0,10-04-2022,6334297276,9340667124,6018.910156,Dirham,Dirham,UAE,UAE,Cross-border,0,Normal_Fan_In,0,15,0,15,5,35,Low,0
34:11.0,21-10-2022,3175954049,1211024208,7755.540039,KYD,USD,Cayman Islands,USA,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
53:37.0,25-10-2021,5579623195,4786348146,4559.470215,EUR,KYD,Germany,Cayman Islands,Cheque,0,Normal_Cash_Deposits,20,5,15,8,5,53,Medium,0
52:24.0,11-04-2021,3356929473,6092636782,6304.430176,PAB,KYD,Panama,Cayman Islands,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
47:30.0,19-09-2021,2171435400,9161350139,7168.330078,EUR,EUR,Germany,Germany,Wire Transfer,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
33:17.0,18-01-2023,3450107779,1211357796,9606.320313,SGD,Dirham,Singapore,UAE,Credit Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
54:05.0,29-07-2022,8348839811,6456605713,1658.719971,USD,SGD,USA,Singapore,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
33:19.0,09-09-2021,5173706923,3830884956,9973.849609,KYD,EUR,Cayman Islands,Germany,Wire Transfer,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
08:11.0,04-10-2023,5308921624,1498164144,3927.639893,EUR,GBP,Germany,UK,ACH,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
12:07.0,27-06-2023,3053154104,9655608092,7234.77002,SGD,SGD,Singapore,Singapore,Cash Deposit,0,Normal_Fan_In,0,15,0,10,5,30,Low,0
28:26.0,17-04-2023,8917172064,6827611033,5728.419922,KYD,EUR,Cayman Islands,Germany,Prepaid Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
28:02.0,10-09-2021,4260818101,6737223157,4871.819824,KYD,PAB,Cayman Islands,Panama,Cross-border,0,Normal_Cash_Deposits,20,5,15,15,5,60,Medium,0
29:37.0,03-07-2021,2510945484,4220163276,6983.77002,SGD,SGD,Singapore,Singapore,Prepaid Card,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
07:22.0,26-10-2023,5202700085,3764811031,3963.580078,Dirham,USD,UAE,USA,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
01:14.0,15-07-2022,3041471043,9318700005,1269.839966,USD,KYD,USA,Cayman Islands,Cross-border,0,Normal_Fan_In,20,5,15,15,5,60,Medium,0
16:49.0,04-11-2022,4739117919,6533804974,4894.040039,Dirham,KYD,UAE,Cayman Islands,Cash Deposit,0,Normal_Cash_Deposits,20,5,15,10,5,55,Medium,0
58:02.0,18-09-2021,7550650054,6497075568,5223.939941,EUR,EUR,Germany,Germany,ACH,0,Normal_Small_Fan_Out,0,15,0,5,5,25,Low,0
42:26.0,12-05-2022,9156551532,7682932537,2027,Dirham,SGD,UAE,Singapore,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
31:02.0,14-03-2022,8546870592,1516457165,9356.839844,KYD,GBP,Cayman Islands,UK,Cheque,0,Normal_Small_Fan_Out,20,15,15,8,5,63,Medium,1
07:53.0,24-01-2021,4289354983,1083193133,2282.47998,PAB,KYD,Panama,Cayman Islands,Credit Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
23:04.0,17-11-2023,2887914085,6491022486,4098.180176,SGD,USD,Singapore,USA,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
44:22.0,21-05-2022,1586183115,3668237209,1557.75,EUR,SGD,Germany,Singapore,Cash Deposit,0,Normal_Fan_In,20,5,15,10,5,55,Medium,0
48:05.0,29-07-2023,4749175740,8221667062,5362.609863,KYD,SGD,Cayman Islands,Singapore,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
43:14.0,25-08-2021,8760801332,3717409124,3083.300049,PAB,GBP,Panama,UK,Cross-border,0,Normal_Fan_In,20,5,15,15,5,60,Medium,0
20:20.0,29-05-2021,6711933420,5330177446,4897.830078,GBP,USD,UK,USA,Credit Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
50:54.0,16-05-2022,4674005555,2767068472,2253.919922,SGD,USD,Singapore,USA,Prepaid Card,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
17:18.0,07-06-2023,4271663092,7963099352,547.210022,USD,SGD,USA,Singapore,Prepaid Card,0,Normal_Fan_Out,20,0,15,5,5,45,Medium,0
32:44.0,28-12-2022,6919090405,7110111527,7794.470215,Dirham,Dirham,UAE,UAE,Wire Transfer,0,Normal_Small_Fan_Out,0,15,0,5,5,25,Low,0
37:33.0,22-01-2023,2069867332,5811037478,6414.450195,KYD,USD,Cayman Islands,USA,Credit Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
54:07.0,15-12-2022,3484279772,2081983937,3413.98999,Dirham,GBP,UAE,UK,Cash Deposit,0,Normal_Cash_Deposits,20,5,15,10,5,55,Medium,0
02:29.0,15-04-2021,9033172234,6779235499,484.4700012,PAB,PAB,Panama,Panama,Credit Card,0,Normal_Fan_In,0,0,0,5,5,10,Low,0
12:46.0,25-04-2022,9017760058,2825323115,8657.089844,USD,USD,USA,USA,Prepaid Card,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
06:08.0,10-04-2023,2749863265,3173737726,1706.25,GBP,Dirham,UK,UAE,Cash Deposit,0,Normal_Fan_In,20,5,15,10,5,55,Medium,0
44:54.0,02-08-2023,2414380643,9771343100,9308.110352,KYD,USD,Cayman Islands,USA,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
43:27.0,14-01-2022,4568970627,9322705376,4791.169922,EUR,USD,Germany,USA,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
47:14.0,07-06-2022,3465657308,2724173918,3410.459961,SGD,KYD,Singapore,Cayman Islands,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
47:43.0,14-05-2023,7927362352,1406060072,7420.180176,GBP,PAB,UK,Panama,ACH,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
54:11.0,20-03-2023,8132356467,2097152167,8769.629883,SGD,SGD,Singapore,Singapore,Cross-border,0,Normal_Cash_Deposits,0,15,0,15,5,35,Low,0
58:31.0,19-09-2021,4085769991,3691236509,3713.429932,EUR,EUR,Germany,Germany,Prepaid Card,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
04:18.0,28-11-2023,4437515085,2281246181,4079.360107,USD,GBP,USA,UK,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
45:01.0,08-12-2023,8861104687,3415506313,4337.25,SGD,USD,Singapore,USA,Wire Transfer,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
26:47.0,21-11-2023,9009291419,3829808753,9224.009766,USD,PAB,USA,Panama,ACH,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
48:04.0,29-06-2022,8748540820,4259871878,6928.709961,Dirham,PAB,UAE,Panama,Cheque,0,Normal_Fan_In,20,15,15,8,5,63,Medium,1
02:39.0,21-08-2022,4976847876,5152490064,2483.97998,SGD,EUR,Singapore,Germany,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
44:42.0,06-08-2023,9395903494,4698081763,1858.150024,GBP,Dirham,UK,UAE,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
09:08.0,02-02-2022,6406941034,8813231559,2311.370117,SGD,Dirham,Singapore,UAE,Prepaid Card,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
51:36.0,09-07-2022,1051442865,3963757772,2643,USD,GBP,USA,UK,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
32:56.0,08-06-2022,8913952883,4863465184,2309.530029,Dirham,EUR,UAE,Germany,ACH,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
00:22.0,24-05-2023,1367946954,8894078894,6588.47998,GBP,Dirham,UK,UAE,Prepaid Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
54:14.0,05-02-2023,3854821370,2762249307,1168.180054,EUR,PAB,Germany,Panama,Wire Transfer,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
13:24.0,28-05-2021,3008056863,7772271455,3879.709961,USD,SGD,USA,Singapore,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
25:58.0,31-05-2022,9415358210,4417194848,6254.290039,SGD,PAB,Singapore,Panama,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
26:22.0,23-05-2023,3444683711,7213001460,2915.689941,GBP,EUR,UK,Germany,Cash Deposit,0,Normal_Cash_Deposits,20,5,15,10,5,55,Medium,0
